Date mutation,Nature mutation,Valeur fonciere,Voie,Commune,Code commune,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain
14/01/2021,Vente,"215000,00",ROUBICHOU,TOULOUSE,555,2.0,Appartement,22.0,1.0,233.0
14/01/2021,Vente,"215000,00",ROUBICHOU,TOULOUSE,555,2.0,Appartement,22.0,1.0,233.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,58.0,0.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,41.0,2.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,75.0,3.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,74.0,3.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,41.0,2.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,45.0,3.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,28.0,1.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,63.0,2.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,30.0,1.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,43.0,3.0,458.0
06/01/2021,Vente,"2000000,00",DES SOUPIRS,TOULOUSE,555,2.0,Appartement,75.0,3.0,458.0
08/01/2021,Vente,"740000,00",DE SAINT EXUPERY,TOULOUSE,555,2.0,Appartement,72.0,3.0,512.0
08/01/2021,Vente,"740000,00",DE SAINT EXUPERY,TOULOUSE,555,2.0,Appartement,72.0,3.0,512.0
08/01/2021,Vente,"740000,00",DE SAINT EXUPERY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,512.0
08/01/2021,Vente,"715000,00",DE SAINT EXUPERY,TOULOUSE,555,1.0,Maison,100.0,3.0,671.0
14/01/2021,Vente,"275600,00",DE NANTES,TOULOUSE,555,1.0,Maison,90.0,5.0,381.0
07/01/2021,Vente,"550000,00",CLAUDE MONET,TOULOUSE,555,1.0,Maison,130.0,5.0,367.0
13/01/2021,Vente,"280000,00",DE TARBES,TOULOUSE,555,1.0,Maison,87.0,5.0,328.0
07/01/2021,Vente,"550000,00",ANDRE VASSEUR,TOULOUSE,555,,,,,629.0
07/01/2021,Vente,"550000,00",ANDRE VASSEUR,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,2010.0,0.0,1617.0
14/01/2021,Vente,"100000,00",JEAN TALLIEN,TOULOUSE,555,1.0,Maison,132.0,5.0,360.0
20/01/2021,Vente,"1300000,00",DE NICOL,TOULOUSE,555,,,,,997.0
20/01/2021,Vente,"1300000,00",DE NICOL,TOULOUSE,555,2.0,Appartement,142.0,5.0,1023.0
20/01/2021,Vente,"1300000,00",DE NICOL,TOULOUSE,555,2.0,Appartement,216.0,6.0,1023.0
20/01/2021,Vente,"1300000,00",DE NICOL,TOULOUSE,555,3.0,Dépendance,0.0,0.0,1023.0
20/01/2021,Vente,"1300000,00",DE NICOL,TOULOUSE,555,3.0,Dépendance,0.0,0.0,1023.0
05/01/2021,Vente,"385000,00",AMBROISE THOMAS,TOULOUSE,555,2.0,Appartement,30.0,1.0,347.0
05/01/2021,Vente,"385000,00",AMBROISE THOMAS,TOULOUSE,555,2.0,Appartement,30.0,1.0,347.0
05/01/2021,Vente,"385000,00",AMBROISE THOMAS,TOULOUSE,555,3.0,Dépendance,0.0,0.0,347.0
05/01/2021,Vente,"385000,00",AMBROISE THOMAS,TOULOUSE,555,2.0,Appartement,60.0,3.0,347.0
14/01/2021,Vente,"547000,00",DU POISSON,TOULOUSE,555,1.0,Maison,97.0,4.0,158.0
21/01/2021,Vente,"415000,00",JEAN RIEUX,TOULOUSE,555,1.0,Maison,88.0,4.0,160.0
21/01/2021,Vente,"415000,00",JEAN RIEUX,TOULOUSE,555,,,,,10.0
15/01/2021,Vente,"165000,00",DU BEARNAIS,TOULOUSE,555,,,,,24.0
20/01/2021,Vente,"665200,00",VICTOR BASCH,TOULOUSE,555,1.0,Maison,135.0,7.0,391.0
08/01/2021,Vente terrain à bâtir,"620000,00",DE SAINT EXUPERY,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,375.0,0.0,757.0
06/01/2021,Vente,"1900000,00",DE LABEGE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,1083.0,0.0,4833.0
06/01/2021,Vente,"1900000,00",DE LABEGE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,1980.0,0.0,4833.0
06/01/2021,Vente,"1900000,00",LES CARMES,TOULOUSE,555,,,,,2987.0
25/01/2021,Vente,"125496,00",DES RECOLLETS,TOULOUSE,555,,,,,154.0
25/01/2021,Vente,"125496,00",DES RECOLLETS,TOULOUSE,555,,,,,337.0
25/01/2021,Vente,"125496,00",JEAN MOULIN,TOULOUSE,555,,,,,525.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,60.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,60.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,63.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,73.0,5.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,42.0,2.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,56.0,3.0,2470.0
25/01/2021,Vente,"125496,00",DE CANNES,TOULOUSE,555,2.0,Appartement,61.0,4.0,2470.0
