Date mutation,Nature mutation,Valeur fonciere,Voie,Commune,Code commune,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,50.0,2.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,103.0,5.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,104.0,5.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,92.0,4.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,84.0,4.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,80.0,4.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,65.0,3.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,104.0,5.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,65.0,3.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,4045.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,104.0,5.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,65.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,80.0,4.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,84.0,4.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,92.0,4.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,96.0,5.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,64.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,45.0,2.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,38.0,2.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,48.0,2.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,96.0,5.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,64.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,93.0,4.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,65.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,62.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,96.0,5.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,64.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,93.0,4.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,2.0,Appartement,65.0,3.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
26/01/2021,Vente,"8486772,00",MAURICE BOURGES-MAUNOURY,TOULOUSE,555,3.0,Dépendance,0.0,0.0,837.0
11/02/2021,Vente,"1325000,00",SAINT LUC,TOULOUSE,555,1.0,Maison,170.0,7.0,380.0
10/02/2021,Vente,"550000,00",DE SAINT EXUPERY,TOULOUSE,555,,,,,265.0
10/02/2021,Vente,"550000,00",PROUD HOM,TOULOUSE,555,1.0,Maison,124.0,5.0,236.0
10/02/2021,Vente,"550000,00",DE SAINT EXUPERY,TOULOUSE,555,,,,,35.0
10/02/2021,Vente,"787500,00",DE LA COLONNE,TOULOUSE,555,1.0,Maison,100.0,5.0,286.0
25/02/2021,Vente,"207073,73",PALEFICAT,TOULOUSE,555,,,,,1169.0
25/02/2021,Vente,"207073,73",PALEFICAT,TOULOUSE,555,,,,,84.0
25/02/2021,Vente,"207073,73",VIREBENT,TOULOUSE,555,1.0,Maison,90.0,4.0,565.0
25/02/2021,Vente,"207073,73",VIREBENT,TOULOUSE,555,,,,,298.0
19/01/2021,Vente,"70000,00",DES SPORTS,TOULOUSE,555,1.0,Maison,90.0,4.0,448.0
19/02/2021,Vente,"357000,00",DU COMMANDEUR CAZENEUVE,TOULOUSE,555,1.0,Maison,68.0,3.0,465.0
09/02/2021,Vente,"184000,00",ADONIS,TOULOUSE,555,1.0,Maison,98.0,4.0,473.0
08/02/2021,Vente,"135000,00",GRANDE RUE SAINT MICHEL,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,63.0,0.0,46.0
03/02/2021,Vente,"180000,00",DE FENOUILLET,TOULOUSE,555,1.0,Maison,90.0,3.0,1079.0
03/02/2021,Vente,"180000,00",DE FENOUILLET,TOULOUSE,555,1.0,Maison,90.0,3.0,366.0
25/02/2021,Vente,"549100,00",DE LA NIEVRE,TOULOUSE,555,2.0,Appartement,109.0,4.0,424.0
25/02/2021,Vente,"549100,00",DE LA NIEVRE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,424.0
25/02/2021,Vente,"549100,00",DE LA NIEVRE,TOULOUSE,555,2.0,Appartement,45.0,2.0,424.0
10/02/2021,Vente,"220000,00",DES CLOTASSES,TOULOUSE,555,1.0,Maison,50.0,2.0,520.0
04/02/2021,Vente,"714830,00",BERNARD PALISSY,TOULOUSE,555,1.0,Maison,180.0,5.0,319.0
09/02/2021,Vente,"302750,00",JEAN MILLET,TOULOUSE,555,1.0,Maison,70.0,4.0,87.0
08/02/2021,Vente,"375500,00",RITAY,TOULOUSE,555,,,,,100.0
02/02/2021,Vente,"390000,00",ANGLA,TOULOUSE,555,,,,,75.0
18/02/2021,Vente,"337000,00",DE SAINT EXUPERY,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,55.0,0.0,144.0
05/02/2021,Vente,"457000,00",DES PAQUERETTES,TOULOUSE,555,1.0,Maison,88.0,4.0,320.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,2.0,Appartement,120.0,5.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,2.0,Appartement,36.0,2.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,143.0,0.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,2.0,Appartement,120.0,5.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,136.0,0.0,498.0
26/02/2021,Vente,"2600000,00",LAFOURCADE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,498.0
12/02/2021,Vente,"359985,00",EUGENE SUE,TOULOUSE,555,1.0,Maison,74.0,3.0,238.0
12/02/2021,Vente,"359985,00",EUGENE SUE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,238.0
12/02/2021,Vente,"359985,00",EUGENE SUE,TOULOUSE,555,,,,,90.0
16/02/2021,Vente,"1111229,50",GRAND SELVE,TOULOUSE,555,,,,,5177.0
26/02/2021,Vente,"794307,60",DENIS PAPIN,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,90.0,0.0,561.0
26/02/2021,Vente,"794307,60",DENIS PAPIN,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,340.0,0.0,561.0
26/02/2021,Vente,"794307,60",DENIS PAPIN,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,50.0,0.0,561.0
18/02/2021,Vente,"250000,00",CAUBERE,TOULOUSE,555,1.0,Maison,74.0,4.0,455.0
04/02/2021,Vente,"450000,00",DES AMARANTES,TOULOUSE,555,1.0,Maison,134.0,8.0,311.0
12/02/2021,Vente,"390000,00",MICHEL ANGE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,117.0,0.0,309.0
12/02/2021,Vente,"390000,00",MICHEL ANGE,TOULOUSE,555,1.0,Maison,66.0,3.0,309.0
12/02/2021,Vente,"390000,00",MICHEL ANGE,TOULOUSE,555,,,,,207.0
12/02/2021,Vente,"390000,00",MICHEL ANGE,TOULOUSE,555,,,,,8.0
02/03/2021,Vente,"448480,00",DES TROENES,TOULOUSE,555,1.0,Maison,67.0,3.0,399.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,525.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,261.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,81.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,261.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,182.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,601.0,0.0,550.0
12/02/2021,Vente,"6602667,00",DU MOULIN BAYARD,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,167.0,0.0,550.0
10/02/2021,Vente,"1,00",DE FONDEYRE,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,1150.0,0.0,2569.0
15/02/2021,Vente,"220000,00",DES PALMIERS,TOULOUSE,555,3.0,Dépendance,0.0,0.0,256.0
15/02/2021,Vente,"220000,00",DES PALMIERS,TOULOUSE,555,1.0,Maison,56.0,3.0,256.0
12/02/2021,Vente,"1150000,00",DE PAYSSAT,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,744.0,0.0,2588.0
16/02/2021,Vente,"365000,00",CAMILLE PUJOL,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,119.0,0.0,73.0
09/02/2021,Vente,"254200,00",DES ETROITS,TOULOUSE,555,3.0,Dépendance,0.0,0.0,1150.0
09/02/2021,Vente,"254200,00",DES ETROITS,TOULOUSE,555,1.0,Maison,175.0,4.0,1150.0
09/02/2021,Vente,"254200,00",MALAROQUE,TOULOUSE,555,,,,,2058.0
09/02/2021,Vente,"254200,00",MALAROQUE,TOULOUSE,555,,,,,2603.0
16/02/2021,Vente,"634150,00",RAYMOND NAVES,TOULOUSE,555,,,,,218.0
16/02/2021,Vente,"634150,00",RAYMOND NAVES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,375.0
16/02/2021,Vente,"634150,00",RAYMOND NAVES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,375.0
16/02/2021,Vente,"634150,00",RAYMOND NAVES,TOULOUSE,555,1.0,Maison,147.0,4.0,375.0
16/02/2021,Vente,"634150,00",RAYMOND NAVES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,375.0
26/02/2021,Vente,"316000,00",JOULE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,188.0
26/02/2021,Vente,"316000,00",JOULE,TOULOUSE,555,1.0,Maison,65.0,3.0,188.0
19/02/2021,Vente,"270000,00",DE LA PELUDE,TOULOUSE,555,1.0,Maison,158.0,4.0,446.0
17/02/2021,Vente,"528000,00",DU PROF JAMMES,TOULOUSE,555,1.0,Maison,150.0,6.0,316.0
25/02/2021,Vente en l'état futur d'achèvement,"310000,00",DE LAUNAGUET,TOULOUSE,555,,,,,89.0
25/02/2021,Vente en l'état futur d'achèvement,"310000,00",DE LAUNAGUET,TOULOUSE,555,,,,,17.0
02/03/2021,Vente,"180000,00",GASTON CAILLAVET,TOULOUSE,555,1.0,Maison,65.0,3.0,172.0
02/03/2021,Vente,"450000,00",SAINT LEON,TOULOUSE,555,2.0,Appartement,34.0,2.0,83.0
02/03/2021,Vente,"450000,00",SAINT LEON,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,86.0,0.0,83.0
02/03/2021,Vente,"450000,00",SAINT LEON,TOULOUSE,555,2.0,Appartement,28.0,1.0,83.0
02/03/2021,Vente,"450000,00",SAINT LEON,TOULOUSE,555,2.0,Appartement,25.0,1.0,83.0
01/03/2021,Vente,"555000,00",ST LOUIS,TOULOUSE,555,1.0,Maison,130.0,4.0,95.0
19/02/2021,Vente,"290000,00",GASTON CAILLAVET,TOULOUSE,555,1.0,Maison,61.0,2.0,661.0
26/02/2021,Vente,"41440,00",DE SAVOIE,TOULOUSE,555,,,,,103.0
26/02/2021,Vente,"41440,00",DE SAVOIE,TOULOUSE,555,,,,,52.0
05/03/2021,Vente,"441000,00",CHRISTIANE,TOULOUSE,555,1.0,Maison,80.0,4.0,224.0
25/02/2021,Vente,"463500,00",ALFRED DE MUSSET,TOULOUSE,555,1.0,Maison,94.0,5.0,372.0
23/02/2021,Vente,"435700,00",SAINT MARTIN,TOULOUSE,555,1.0,Maison,107.0,5.0,143.0
04/03/2021,Vente,"1028800,00",JEAN ANDRIEU,TOULOUSE,555,1.0,Maison,203.0,5.0,280.0
17/02/2021,Vente,"300000,00",JACQUES PREVERT,TOULOUSE,555,1.0,Maison,93.0,4.0,179.0
03/03/2021,Vente,"366400,00",SAUNIERE,TOULOUSE,555,1.0,Maison,80.0,3.0,147.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
26/02/2021,Vente,"670000,00",DE L ESPERANCE,TOULOUSE,555,3.0,Dépendance,0.0,0.0,418.0
11/02/2021,Vente,"359000,00",AUSONE,TOULOUSE,555,1.0,Maison,68.0,3.0,307.0
16/02/2021,Echange,"13950,00",DU SEMINAIRE,TOULOUSE,555,,,,,195.0
16/02/2021,Echange,"13950,00",PONT DE LA VACHE,TOULOUSE,555,,,,,25.0
16/02/2021,Echange,"13950,00",PONT DE LA VACHE,TOULOUSE,555,,,,,3.0
16/02/2021,Echange,"13950,00",PONT DE LA VACHE,TOULOUSE,555,,,,,127.0
19/02/2021,Vente,"700000,00",CASTERA,TOULOUSE,555,3.0,Dépendance,0.0,0.0,777.0
19/02/2021,Vente,"700000,00",CASTERA,TOULOUSE,555,1.0,Maison,91.0,5.0,777.0
19/02/2021,Vente,"700000,00",CASTERA,TOULOUSE,555,3.0,Dépendance,0.0,0.0,777.0
19/02/2021,Vente,"700000,00",CASTERA,TOULOUSE,555,3.0,Dépendance,0.0,0.0,777.0
19/02/2021,Vente,"700000,00",CASTERA,TOULOUSE,555,3.0,Dépendance,0.0,0.0,777.0
03/03/2021,Vente,"520000,00",DES ETATS UNIS,TOULOUSE,555,2.0,Appartement,145.0,5.0,326.0
03/03/2021,Vente,"520000,00",DES ETATS UNIS,TOULOUSE,555,3.0,Dépendance,0.0,0.0,326.0
03/03/2021,Vente,"520000,00",DES ETATS UNIS,TOULOUSE,555,4.0,Local industriel. commercial ou assimilé,100.0,0.0,326.0
22/02/2021,Vente,"345000,00",LEO LAGRANGE,TOULOUSE,555,2.0,Appartement,29.0,1.0,102.0
22/02/2021,Vente,"345000,00",LEO LAGRANGE,TOULOUSE,555,2.0,Appartement,60.0,3.0,102.0
22/02/2021,Vente,"345000,00",LEO LAGRANGE,TOULOUSE,555,2.0,Appartement,28.0,1.0,102.0
15/02/2021,Vente,"821447,00",MENGAUD,TOULOUSE,555,1.0,Maison,125.0,5.0,302.0
15/02/2021,Vente,"606500,00",DE TAHITI,TOULOUSE,555,3.0,Dépendance,0.0,0.0,260.0
15/02/2021,Vente,"606500,00",DE TAHITI,TOULOUSE,555,1.0,Maison,122.0,6.0,260.0
09/03/2021,Vente,"486500,00",DE GAVARNIE,TOULOUSE,555,1.0,Maison,140.0,6.0,317.0
26/02/2021,Vente,"360000,00",DE FENOUILLET,TOULOUSE,555,1.0,Maison,97.0,4.0,1000.0
26/02/2021,Vente,"360000,00",DE FENOUILLET,TOULOUSE,555,1.0,Maison,97.0,4.0,2989.0
25/02/2021,Vente,"385000,00",DES MARGUERITES,TOULOUSE,555,1.0,Maison,111.0,6.0,273.0
19/02/2021,Vente,"643000,00",JEAN MILLET,TOULOUSE,555,1.0,Maison,128.0,4.0,354.0
23/02/2021,Vente,"240000,00",DES SAPINS,TOULOUSE,555,3.0,Dépendance,0.0,0.0,180.0
23/02/2021,Vente,"240000,00",DES SAPINS,TOULOUSE,555,1.0,Maison,67.0,4.0,180.0
03/03/2021,Vente,"780000,00",JEAN RIEUX,TOULOUSE,555,1.0,Maison,226.0,6.0,872.0
11/03/2021,Vente,"359800,00",RAYMOND NAVES,TOULOUSE,555,,,,,129.0
11/03/2021,Vente,"359800,00",RAYMOND NAVES,TOULOUSE,555,1.0,Maison,50.0,3.0,115.0
11/03/2021,Vente,"359800,00",RAYMOND NAVES,TOULOUSE,555,3.0,Dépendance,0.0,0.0,115.0
11/03/2021,Vente,"359800,00",RAYMOND NAVES,TOULOUSE,555,,,,,22.0
04/03/2021,Vente,"530000,00",LOUIS PLANA,TOULOUSE,555,1.0,Maison,36.0,2.0,131.0
17/02/2021,Vente,"542250,00",RENE VAISSE,TOULOUSE,555,1.0,Maison,115.0,5.0,155.0
26/02/2021,Vente,"1900000,00",ROUBIECHOU,TOULOUSE,555,,,,,15.0
26/02/2021,Vente,"1900000,00",ROUBIECHOU,TOULOUSE,555,,,,,12756.0
01/03/2021,Vente,"533000,00",DES TRENTE SIX PONTS,TOULOUSE,555,1.0,Maison,79.0,3.0,90.0
22/02/2021,Vente,"512800,00",ASSALIT,TOULOUSE,555,1.0,Maison,160.0,5.0,191.0
08/03/2021,Vente,"847619,00",ST HILAIRE,TOULOUSE,555,1.0,Maison,173.0,7.0,204.0
27/02/2021,Vente,"170000,00",DUBEZY,TOULOUSE,555,2.0,Appartement,36.0,2.0,52.0
27/02/2021,Vente,"170000,00",DUBEZY,TOULOUSE,555,,,,,5.0
15/03/2021,Vente,"269700,00",FELIX BOREL,TOULOUSE,555,1.0,Maison,34.0,2.0,45.0
23/02/2021,Vente,"560000,00",DE NEGRENEYS,TOULOUSE,555,1.0,Maison,68.0,4.0,340.0
18/02/2021,Vente,"369545,03",ANDRE THEURIET,TOULOUSE,555,1.0,Maison,124.0,5.0,163.0
